session,target,contrast_modulation,amplitude,presence,response_presence,reaction_time
1,2,0,2.31,1,1,0.542
1,2,0,2.31,1,1,0.6459
1,2,0,2.31,1,0,0.7755
1,2,0,2.31,0,0,1.0
1,3,0,2.31,1,0,0.4616
1,3,0,2.31,0,0,0.6055
1,3,0,2.31,1,1,0.5188
1,3,0,2.31,1,1,0.4888
1,3,0,2.31,0,0,0.5181
1,3,0,2.31,0,0,0.6397
1,3,0,2.31,0,0,0.6095
1,3,0,2.31,0,0,0.8004
1,3,0,2.31,1,1,0.3931
1,3,0,2.31,0,0,0.506
1,3,0,2.31,0,0,0.5224
1,3,0,2.31,1,1,0.5456
1,3,0,2.31,0,0,0.5142
1,3,0,2.31,0,0,0.5298
1,3,0,2.31,1,1,0.7464
1,3,0,2.31,1,1,0.5439
1,3,0,2.31,1,0,0.6214
1,3,0,2.31,0,1,0.5055
1,3,0,2.31,1,1,0.857
1,3,0,2.31,0,0,0.5509
1,3,0,2.31,0,0,0.7514
1,3,0,2.31,1,0,0.8851
1,3,0,2.31,0,1,0.9186
1,3,0,2.31,1,1,0.6965
1,3,0,2.31,1,1,0.51
1,3,0,2.31,1,0,0.6233
1,3,0,2.31,1,1,0.7531
1,3,0,2.31,1,0,0.5664
1,3,0,2.31,0,0,0.5523
1,3,0,2.31,0,0,0.6654
1,3,1,1.694,1,1,0.6373
1,3,1,1.694,0,0,0.4814
1,3,1,1.694,0,0,0.5404
1,3,1,1.694,1,0,0.7338
1,3,1,1.694,1,1,0.5701
1,3,1,1.694,1,0,0.7088
1,3,1,1.694,1,0,0.5987
1,3,1,1.694,0,0,0.5156
1,3,1,1.694,0,0,0.5259
1,3,1,1.694,1,1,0.4954
1,3,1,1.694,1,1,0.5245
1,3,1,1.694,0,0,0.5343
1,3,1,1.694,0,0,0.4559
1,3,1,1.694,0,0,0.5169
1,3,1,1.694,0,0,0.479
1,3,1,1.694,0,1,0.5927
1,3,1,1.694,1,1,0.7337
1,3,1,1.694,0,0,0.4077
1,3,1,1.694,0,0,0.3775
1,3,1,1.694,1,1,0.8302
1,3,1,1.694,0,1,0.4523
1,3,1,1.694,1,0,0.4579
1,3,1,1.694,1,1,0.4758
1,3,1,1.694,1,1,0.3969
1,3,1,1.694,0,0,0.4187
1,3,1,1.694,0,0,0.5969
1,3,1,1.694,1,0,0.5019
1,3,1,1.694,1,1,0.7155
1,3,1,1.694,1,0,0.5572
1,3,1,1.694,0,0,0.7186
1,3,1,1.694,0,0,0.5111
1,3,1,1.694,1,1,0.4052
1,3,1,1.694,0,1,0.3561
1,3,1,1.694,1,1,0.3962
1,3,1,1.694,0,0,0.3497
1,3,1,1.694,0,0,0.381
1,3,1,1.694,1,1,0.3729
1,3,1,1.694,1,1,0.7104
1,3,1,1.694,0,0,0.5495
1,3,1,1.694,1,1,0.5255
1,3,1,1.694,1,1,0.4311
1,3,1,1.694,0,0,0.4787
1,3,1,1.694,0,0,0.4544
1,3,1,1.694,1,1,0.5678
1,3,1,1.694,0,0,0.3914
1,3,1,1.694,1,0,0.4788
1,3,1,1.694,0,0,0.4963
1,3,1,1.694,0,0,0.4801
1,3,1,1.694,1,1,0.4714
1,3,1,1.694,0,0,0.4988
1,3,1,1.694,1,0,0.7549
1,3,1,1.694,1,0,0.7403
1,3,1,1.694,0,1,0.4262
1,3,1,1.694,1,0,0.4596
1,3,1,1.694,1,0,0.5731
1,3,1,1.694,1,1,0.6523
1,3,1,1.694,0,1,0.7083
1,3,1,1.694,1,1,0.5656
1,3,1,1.694,0,0,0.4846
1,3,1,1.694,0,0,0.509
1,3,0,2.31,1,0,0.8792
1,3,0,2.31,1,1,0.4937
1,3,0,2.31,0,0,0.9999
1,3,0,2.31,0,1,0.6291
